Latitude,Longitude,Implication,Structure,Description,Catégorie,Département,Adresse,Ville,CP,Full Address,Implication 2019-2020,Implication 2017-2018,Site Web,Type de lieu,,Organisation structurelle
45.7500835,4.845504399999999,1,APASHES - Atelier de Productions Audiovisuelles pour les Sciences Humaines Et Sociales,Atelier de Productions Audiovisuelles pour les Sciences Humaines et Sociales. Participe à la construction de la biennale 2020.,Recherche,Rhône,28 Rue de la Thibaudière ,Lyon,69007,28 Rue de la Thibaudière  Lyon 69007 ,2020,,http://apashes.free.fr/,,,Association
46.1948788,5.2261422,1,Archives Départementales de l'Ain,"Les Archives Départementales de l'Ain sont un des collaborateurs institutionnels de Traces depuis sa création, offrant des traces matérielles des migrations passées.",Patrimoine & mémoire,Ain,1 Boulevard Paul Valéry,Bourg-en-Bresse,01000,1 Boulevard Paul Valéry Bourg-en-Bresse 01000 ,Construction Biennale,"2018, 2007",http://www.archives.ain.fr/,,,Institution
45.1845952,5.724427899999999,1,Armenie Echange et Promotion (AEP),A pour buts de favoriser les échanges entre la France et l'Arménie et de développer la francophonie en Arménie. A organisé un concert à la biennale Traces 2018.,"Patrimoine & mémoire, Solidarités",Isère,6 rue Berthe de Boissieux,Grenoble,38000,6 rue Berthe de Boissieux Grenoble 38000 ,2020,2018,https://www.facebook.com/ArmenieEchangePromotion/,,,Association
45.9190231,6.1289931,1,Arteppes,Espace d'art contemporain au sein d'un lieu social. Programmation en lien avec les thématiques de la migration.,Equipements culturels,Haute-Savoie,Place des Rhododendrons,Annecy,74000,Place des Rhododendrons Annecy 74000 ,2020,2016,https://lemikado.org/culture/larteppes-espace-dart-contemporain/,Espace D'art Contemporain,,Lieu
46.1990321,5.2170225,1,ASDA 01,Aide les demandeurs d’asile à rédiger les recours devant la Cour Nationale du Droit d'Asile (CNDA). Participe au réseau Traces.,,Ain,2 rue Larguillière,Bourg en Bresse,01000,2 rue Larguillière Bourg en Bresse 01000 ,Construction Biennale,,,,,
45.778134,3.1707304,1,Association A.N.I.S Etoilé,"A.N.I.S Etoilé (Agriculture, Nutrition, Interculturel, Solidarité) contribue à renforcer les capacités des citoyens à faire des choix conscients sur leur alimentation. Festival Cuisine Sans Frontière.","Education & Educ pop, Solidarités",Auvergne,Maison des Paysans Site de Marmilhat,Lempdes,63 370,Maison des Paysans Site de Marmilhat Lempdes 63 370 ,2020,2018,http://anisetoile.org/,Jeunesse et Education Populaire,,Association
45.8949441,5.053114799999999,1,Association Comm’Une Sereine (Sainte-Croix).,"Organiser des événements et activités à vocation sociale, culturelle et environnementale. Participe à la biennale Traces 2020.",,Ain,126 Route du Creux d'Ollens,Sainte-Croix,01120,126 Route du Creux d'Ollens Sainte-Croix 01120 ,2020,,https://www.commune-sereine.fr/,,,
46.2019457,5.2291038,1,Association Jemna Mix Attitudes,"Entreprise locale ayant pour activité principale l'organisation d'événements sociaux, culturels et sportifs.  A déjà accueilli des événements du réseau Traces, participe à la biennale 2020.",,Ain,54 Rue de la République,Bourg-en-Bresse,01000,54 Rue de la République Bourg-en-Bresse 01000 ,2020,2018,https://www.facebook.com/JemnaConsult/,,,
45.7283954,4.834548499999999,1,Association la Manufacturette,"Sensibiliser un large public aux alternatives écologiques autour de l’habitat. Se veut ambassadrice de solutions éco-responsables en termes d’autonomie énergétique, de convivialité et de simplicité volontaire. Participe à la biennale Traces 2020.",,Rhône,13 rue Benjamin Delessert,Lyon,69007,13 rue Benjamin Delessert Lyon 69007 ,2020,,http://www.la-manufacturette.org/,,,
45.1908265,5.731296899999999,1,Association Revue Ecarts d'Identité,"Revue portée par l'ADATE, l'ISM-Corum, Traces Auvergne Rhône-Alpes et la Maison des Passages.Transformations qui naissent des contacts entre populations diverses en France et en Europe : comment partagent-elles leurs mémoires ? Comment construisent-elles leurs devenirs ?",Médias,Isère,5 place sainte Claire,Grenoble,38000,5 place sainte Claire Grenoble 38000 ,2020,"2018, 2000",http://www.ecarts-identite.org/,,,Association
44.5630868,4.7536075,1,ASSOFITAL,"L’Association Culturelle Franco-Italienne en Drôme Ardèche propose des cours d'italien tous niveaux, des ateliers de cuisine, des sorties et des événements culturels à destination des personnes amoureuses de culture italienne.",Patrimoine & mémoire,Drôme,1 avenue Saint Martin,Montélimar,26000,1 avenue Saint Martin Montélimar 26000 ,2020,2018,https://associationitalofrancaise.blogspot.com/p/a.html,,,Association
45.760656,4.857513400000001,1,Bibliothèque Municipale de Lyon,Le Réseau des bibliothèques municipales de Lyon participe à la construction des biennales Traces.,Equipements culturels,Rhône,30 boulevard Vivier-Merle,Lyon,69003,30 boulevard Vivier-Merle Lyon 69003 ,,2018,https://www.bm-lyon.fr/,Bibliothèque / Médiathèque,,Lieu
45.1915639,5.7672336,1,Bureau des dépositions,"Création et recherche entre art conceptuel, droit et sciences humaines, menée depuis 2018 à Grenoble, par dix co-auteurices. Organise des événements en partenariat avec le réseau Traces et y contribue.","Recherche, Artistes",Isère,621 Avenue Centrale,Saint-Martin-d'Hères,38400,621 Avenue Centrale Saint-Martin-d'Hères 38400 ,2020,,https://www.pacte-grenoble.fr/programmes/bureau-des-depositions,,,Collectif
45.7809377,3.0836013,1,Café-Lecture Les Augustes,"Café-lecture géré par une association qui milite contre l’illettrisme et l’exclusion sociale en promouvant l’accès pour tous à l’écriture, la lecture et la culture. Participe au réseau Traces.","Equipements culturels, Solidarités",Auvergne,5 rue sous les Augustins,Clermont-Ferrand,63000,5 rue sous les Augustins Clermont-Ferrand 63000 ,2020,2018,http://www.cafelesaugustes.fr/ ,,,Lieu
45.7558726,4.847813299999999,1,Causons,"Cours de langues basés sur l’échange culturel, donnés par des enseignants issus de l’immigration, formés et rémunérés dans le cadre de l’association. Evènements interculturels, pour favoriser découvertes, rencontres et partage. ",,Rhône,249 rue Vendôme,Lyon ,69003,249 rue Vendôme Lyon  69003 ,2020,,https://causons.org/,,,
45.779221,4.878559,1,CCO Jean-Pierre Lachaize,"Espace culturel de liberté qui cultive les capacités de toutes les personnes à prendre leur place dans la société. Participe aux biennales Traces, notamment 2020.","Equipements culturels, Patrimoine & mémoire",Rhône,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,2020,2018,https://www.cco-villeurbanne.org/,Social/Culturel,,Association
46.20893179999999,5.2317978,1,Cent pour un toit-01,A pour but de porter toute forme d’action de solidarité contribuant au logement provisoire de personnes ou familles sans abri et privées de l'accès au droit au logement. Membre du réseau Traces.,Solidarités,Ain,4 allée des Brotteaux ,Bourg en Bresse,01000,4 allée des Brotteaux  Bourg en Bresse 01000 ,2020,,https://www.facebook.com/centpouruntoit01/about/,,,
45.7560653,4.8437342,1,Centre Social Bonnefoi,Le Centre Social est une maison ouverte à celles et ceux qui veulent participer à la vie du quartier et qui ont besoin de service. Accueille des événements en partenariat avec Traces.,Education & Educ pop,Rhône,11 rue Turenne,Lyon,69003,11 rue Turenne Lyon 69003 ,2020,2018,http://www.csbonnefoi.fr/,,,Centre Social/MJC/Regie
45.7220358,4.0084984,1,Château de Goutelas,"Situé entre Lyon, Saint-Etienne et Clermont-Ferrand, le château de Goutelas associe à une activité d’hébergement-restauration un projet culturel d’envergure. Accueille des événements lors des biennales Traces.","Equipements culturels, Patrimoine & mémoire",Loire,277 route de Goutelas,Marcoux,42130,277 route de Goutelas Marcoux 42130 ,2020,,https://chateaudegoutelas.fr/,,,
45.1851579,5.7047108,1,Cie Barbarins Fourchus/la Salle Noire,"Collectif artistique et salle de spectacle. Chanson rétro-moderne, rock, électro, jazz, mais aussi théâtre, cirque ou encore cinéma. Participent à des événements au sein du réseau Traces.",Artistes,Isère,17 rue des Arts et Métiers,Grenoble,38000,17 rue des Arts et Métiers Grenoble 38000 ,,,http://www.barbarins.com/,Theatre,,Compagnie
45.7740533,4.8382185,1,Cie passeurs de mémoire,"Dominique Lurcel et sa compagnie « Passeurs de mémoires » mettent en scène des pièces de théâtre ainsi que rencontres, échanges et ateliers, notamment à propos de la question migrante. Ils participent à la Biennale Traces. ",Artistes,Rhône,1 cours d’Herbouville ,Lyon,69004,1 cours d’Herbouville  Lyon 69004 ,,,https://passeursdememoires.wixsite.com/passeursdememoires,Theatre,,Compagnie
45.7339225,4.8850278,1,Cie Théâtre du grabuge,"Compagnie théâtrale. Associe des chercheur·euses en sciences humaines et sociales dans ses créations, éducation populaire, art engagé sur des thématiques actuelles.",Artistes,Rhône,21 RUE GENTON,Lyon,69008,21 RUE GENTON Lyon 69008 ,,,https://www.theatredugrabuge.com/,Theatre,,Compagnie
45.4213791,4.0643095,1,Cinéma Cin’étoile,"Cin'étoile est un cinéma géré par l'association Ciné-Aizenay, qui diffuse des films engagés, notamment autour de la question de la migration. ",Equipements culturels,Loire,1 route d'Augel,Saint Bonnet le Château,42380,1 route d'Augel Saint Bonnet le Château 42380 ,2020,2018,http://www.cines-haut-forez.fr/index6.php,Cinéma,,Lieu
45.4417554,4.3875812,1,Cinéma(s) Le(s) Méliè(s),"Cinéma indépendant Art & Essai, engagé sur beaucoup de plans, en particulier sur la question de la migration et en partenariat avec le réseau Traces.",Equipements culturels,Loire,10 place Jean Jaurès,Saint-Etienne,42000,10 place Jean Jaurès Saint-Etienne 42000 ,Construction Biennale,,http://www.lemelies.com/,,,
45.4362269,4.381762,1,Cinémathèque de Saint-Etienne,Sauvegarde et valorisation du patrimoine cinématographique. Partenariats réguliers avec le réseau Traces.,Equipements culturels,Loire,20 rue Jo Gouttebarge,Saint-Etienne,42001,20 rue Jo Gouttebarge Saint-Etienne 42001 ,,2018,https://cinematheque.saint-etienne.fr/,Cinéma,,Institution
45.761685,4.8859622,1,CMTRA,Centre des Musiques Traditionnelles Rhône-Alpes. Valorisation des traditions musicales et des patrimoines culturels immatériels de la région Auvergne-Rhône-Alpes. Partenaire de longue date du réseau Traces.,"Patrimoine & mémoire, Recherche",Rhône,46 cours du docteur Jean Damidot,Villeurbanne,69100,46 cours du docteur Jean Damidot Villeurbanne 69100 ,Construction Biennale,"2018, 2007, 2005, 2000",http://www.cmtra.org/,,,
45.6601752,4.5591339,1,COLAMIRE (Accueil Migrants Réfugiés Saint-Martin-en-Haut),"Accueillir et héberger des personnes en situation de migration, assurer leur accompagnement visant à leur insertion sociale et professionnelle, leur fournir une aide pour leurs besoins élémentaires (santé, alimentation, transports, scolarisation).",Solidarités,Rhône,Place de la Mairie,St Martin en Haut,69850,Place de la Mairie St Martin en Haut 69850 ,2020,2018,,Accueil/ Hébergement,,Collectif
45.7560835,4.8318898,1,Coup de Soleil AURA,"Favorise les relations entre tous les gens d’Algérie, du Maroc, de Tunisie, les pieds-noirs rapatriés, immigrés ou générations nées en France. Combattre l’ignorance et l’incompréhension. Partenaire réseau Traces.","Education & Educ pop, Patrimoine & mémoire",Rhône,5 rue Auguste Comte,Lyon,69002,5 rue Auguste Comte Lyon 69002 ,2020,2018,https://www.coupdesoleil-rhonealpes.fr/,Culturelle,,Association
44.9315125,4.8936753,1,CPA ( Centre du Patrimoine Arménien),"À partir de son exposition permanente, évoque l’histoire des Arméniens venus s’installer dans la Drôme suite au génocide de 1915. Plus largement,  il donne à comprendre l’histoire et l’actualité des migrations et des conflits contemporains. Lieu ressource et partenaire du réseau Traces.",Patrimoine & mémoire,Drôme,14 rue Louis Gallet,Valence,26000,14 rue Louis Gallet Valence 26000 ,2020,2018,https://www.le-cpa.com/,Musée/ Ethnopôle,,Institution
46.1965485,5.218985099999999,1,Direction des musées départementaux de l'Ain,Contribue à la construction et à la réalisation des biennales Traces.,Collectivités Territoriales,Ain,34 Général Délestraint,Bourg-en-Bresse,01000,34 Général Délestraint Bourg-en-Bresse 01000 ,Construction Biennale,"2018, 2016",,,,Collectivité Territoriale
45.6765041,6.3913138,1,Dôme Théâtre,Scène associative conventionnée d’intérêt national « Art en territoire ». A reçu des événements lors de partenariats avec le réseau Traces.,Equipements culturels,Savoie,135 Place de l'Europe,Albertville,73200,135 Place de l'Europe Albertville 73200 ,2020,,http://www.dometheatre.com,,,
45.760918,5.686596,1,Entre-Autres,"Entre-autres est une association d’éducation populaire qui propose des formations et des accompagnements sur les questions d’action collective, d’interculturalité et d’égalité. Entre-autres organise des animations socio-culturelles tout au long de l’année et écrit sur ses expériences.","Education & Educ pop, Solidarités",Ain,11 Bd de Verdun,Belley,01300,11 Bd de Verdun Belley 01300 ,Construction Biennale,2018,http://www.entre-autres.org/,Education Populaire,,Association
45.698783,4.8844034,1,Espace Pandora,"Association menant des actions culturelles en faveur du livre et de l'écrit. A déjà accueilli des événements du réseau Traces, notamment en lien avec la poésie.",Equipements culturels,Rhône,8 place de la Paix,Venissieux,69200,8 place de la Paix Venissieux 69200 ,2020,2018,https://espacepandora.org/,Ecriture /Livre,,Association
44.9315125,4.8936753,1,"Ethnopôle ""Migrations Frontières Mémoires""",,Patrimoine & mémoire,Drôme,14 rue Louis Gallet,Valence,26000,14 rue Louis Gallet Valence 26000 ,2020,2018,https://www.le-cpa.com/le-cpa/ethnopole,Ethnopôle,,Institution
45.1860973,5.7116634,1,Festival cuisine sans frontière,Association de cuisine solidaire et de rencontre des cultures autour des fourneaux (ateliers). Organise un festival chaque année.,,Isère,13 rue Henri Le Châtelier,Grenoble,38000,13 rue Henri Le Châtelier Grenoble38000 ,,,http://www.cuisine-sans-frontieres.fr,,,Festival
44.5630868,4.7536075,1,Festival du Cinéma Italien de Montélimar Le Teil Cruas,Festival de promotion de la langue et de la culture italienne. Participe à la biennale Traces 2020.,,Drôme,1 avenue Saint Martin,Montélimar,26200,1 avenue Saint Martin Montélimar 26200 ,2020,,https://www.assofital.fr/fr/festival/,,,
45.7507186,4.836967,1,Festival Interferences ,Festival de cinéma documentaire centré sur les échanges et les débats.,"Equipements culturels, Artistes",Rhône,18 quai Claude Bernard,Lyon,69007,18 quai Claude Bernard Lyon 69007 ,2020,2018,https://www.lacitedoc.com/festival-interferences,Cinema documentaire,,Festival
45.1641585,5.732971800000001,1,Festival International de Théâtre Action,Participe à la biennale Traces 2020.,,Isère,97 Galerie de l’Arlequin,Grenoble,38000,97 Galerie de l’Arlequin Grenoble 38000 ,2020,2018,http://www.fita-rhonealpes.fr/,,,Festival
45.677149,6.3926492,1,Festival le Grand Bivouac,Festival du film-documentaire & du livre. Mieux comprendre la cohérence et la diversité du monde. ,,Savoie,12 Rue Gambetta,Albertville,73200,12 Rue Gambetta Albertville 73200 ,,,https://www.grandbivouac.com/fr,,,
45.1911055,5.7700077,1,IEP Grenoble,"Institut d'études politiques (Sciences Po. Colloques sur le thème des migrations, membre du réseau Traces.",Recherche,Isère,1030 Avenue Centrale,Saint-Martin-d'Hères,38400,1030 Avenue Centrale Saint-Martin-d'Hères 38400 ,,,http://www.sciencespo-grenoble.fr/,,,Recherche
45.7570906,4.8419325,1,IREX-EUROPE,Action internationale de lutte pour les droits humains. Collaboration avec des acteurs et militants locaux. Participe à la biennale Traces 2020.,,Rhône,11 rue Aimé Collomb,Lyon,69003,11 rue Aimé Collomb Lyon 69003 ,2020,,http://irex-europe.fr,,,
45.7634631,4.845579799999999,1,ISM Corum,"Communication interculturelle et prévention des discriminations. Traduction et interprétariat au service des migrants, des collectivités, des administrations et organisations publiques. Partenariats réguliers avec Traces.",Solidarités,Rhône,32 Cours Lafayette,Lyon,69003,32 Cours Lafayette Lyon 69003 ,Construction Biennale,2018,http://www.ismcorum.org/,,,Association
45.7752996,4.8355735,1,Karakib,Producteur de spectacle vivant et label artistique indépendant. Défendre l'accès à la culture. Participe à la biennale Traces 2020.,Artistes,Rhône,21 Rue d'Austeritz,Lyon,69004,21 Rue d'Austeritz Lyon 69004 ,2020,,https://www.karakib.org/,,,lieu
45.7676893,4.835357399999999,1,l'Opéra Underground,"L'opéra accueille des événements du réseau Traces et de la Biennale, mais également d'autres événements sur la question migrante, ainsi qu'autour de la musique traditionnelle.",,Rhône,1 place de la comédie,Lyon,69001,1 place de la comédie Lyon 69001 ,2020,2018,https://www.opera-lyon.com/fr,Opéra,,Institution
45.0604361,5.346166,1,La Cinquième Saison /ACCR / La navette,"Programmation de spectacles vivants, diffusion radiophonique locale et actions culturelles. Evénements en lien avec la migration, et avec le réseau traces.",Equipements culturels,Isère,Les Gentianes,Pont en Royans,38680,Les Gentianes Pont en Royans 38680 ,2020,2016,http://lacinquiemesaison-accr.org/,,,
46.1992635,5.2254263,1,La Tannerie,"Unique SMAC (Scène de Musiques Actuelles) du département de l’Ain. Studios de répétition, résidences artistiques, sensibilisation autour des musiques actuelles. Espace Café Culturel.",Equipements culturels,Ain,123 place de la Vinaigrerie,Bourg-en-Bresse,01000,123 place de la Vinaigrerie Bourg-en-Bresse 01000 ,Construction Biennale,2018,https://www.la-tannerie.com/,,,
45.6982894,4.8969944,1,La Tribu hérisson,"Musiques d’aujourd’hui, création contemporaine, arts sonores et arts du spectacle vivant. Confrontation des genres et nouveaux espaces de liberté et de créativité. Organise des événements lors des biennales Traces et contribue au réseau.",Artistes,Rhône,2 Rue Max Barel,Vénissieux,69200,2 Rue Max Barel Vénissieux 69200 ,Construction Biennale,,https://latribuherisson.com/,theatre,,Collectif
45.7470623,4.8357091,1,Laboratoire de recherche Centre Max Weber,"Laboratoire de sociologie généraliste, regroupe un grand nombre de sociologues du site de Lyon-Saint-Étienne. A organisé un séminaire dans le cadre du collectif Images Migrantes.",Recherche,Rhône,14 Avenue Berthelot,Lyon,69007,14 Avenue Berthelot Lyon 69007 ,,2018,https://centre-max-weber.fr/,Sociologie,,Recherche
45.7470623,4.8357091,1,Laboratoire de recherche LARHRA,"Le Laboratoire de Recherche Historique Rhône-Alpes est spécialisé en histoire moderne et contemporaine. A travers colloques, expositions et recherches, le LARHRA interroge la place des migrations dans nos sociétés.",Recherche,#REF!,14 Avenue Berthelot,Lyon,69007,14 Avenue Berthelot Lyon 69007 ,,,http://larhra.ish-lyon.cnrs.fr/,,,Institution
45.7300973,4.8279968,1,Laboratoire de recherche Mouvances-ENS,"Mouvances est un laboratoire de l'ENS de Lyon, étudiant les phénomènes des migrations contemporaines et antérieures.",,,1 place de l'école,Lyon,69007,1 place de l'école Lyon 69007 ,,,https://mouvances.hypotheses.org/?fbclid=IwAR0XZUS9dXwf5lHZEfbaon-NsqIfmHBMP0Isn5vz4FcF54s47B-Qy4Wpyk8,,,
45.7416631,4.8946553,1,Laboratoire de recherche Ospere-Samdarra,"Observatoire national. Equipe pluridisciplinaire de recherche et de ressource. Habitat, précarités/vulnérabilités, migrations, et enjeux de démocratisation du champ de la santé mentale. Participe à la biennale Traces 2020.",Recherche,Rhône,95 Boulevard Pinel,Bron,69678,95 Boulevard Pinel Bron 69678 ,2020,,"""Observatoire Santé mentale vulnérabitiliés et Sociétés"" comprend une équipe pluridisciplinaire de recherche et de ressources. Habitat, précarités/vulnérabilités, migrations, et enjeux de démocratisation du champ de la santé mentale. Participe à la biennale Traces 2020.",,,
45.1651501,5.7281889,1,Laboratoire de recherche PACTE,"Laboratoire de sciences sociales interdisciplinaire. Thématiques de la justice sociale, des villes et des territoires. ",Recherche,Isère,14 Avenue Marie Reynoard,Grenoble,38100,14 Avenue Marie Reynoard Grenoble 38100 ,2020,,https://www.pacte-grenoble.fr/,,,Institution
45.72976569999999,4.8268064,1,Laboratoire de recherche Triangle-ENS,"Laboratoire de recherche pluridisciplinaire Action, discours, pensée politique et économique. Contribue au collectif Images Migrantes, en partenariat avec le réseau Traces.",Recherche,Rhône,15 Parvis René Descartes,Lyon,69342,15 Parvis René Descartes Lyon 69342 ,,,http://triangle.ens-lyon.fr/,Laboratoire de Recherche,,Recherche
45.5598148,5.915846,1,Laboratoire LLSETI de l'Université de Savoie Mont Blanc,"Unité de recherche Langages, Littératures, Sociétés - Études Transfrontalières et Internationales. Organise régulièrement des événements en collaboration avec le réseau Traces.",Recherche,Savoie,1 Route du Sergent Revel,Jacob-Bellecombette,73000,1 Route du Sergent Revel Jacob-Bellecombette 73000 ,,2018,http://www.llseti.univ-smb.fr/,,,Institution
45.7734216,4.8365344,1,LALCA,"Laboratoire d’Architectes, Lutteurs, Chercheurs et Artistes. Projet autour de l'hospitalité. Participe à la biennale Traces 2020.",,Rhône,6 rue des fantasques,Lyon,69001,6 rue des fantasques Lyon 69001 ,2020,,http://www.lalca.org/index.php/lalca-1er/lalca,,,
45.7598334,4.8837963,1,Le RIZE,"Espaces culturels et pédagogiques, archives municipales, médiathèque, pôle recherche et café. Programmation en lien avec les thématiques de la migration, partenariats réseau Traces.",Patrimoine & mémoire,Rhône,23 rue Valentin-Haüy,Villeurbanne,69100,23 rue Valentin-Haüy Villeurbanne 69100 ,2020,2018,http://lerize.villeurbanne.fr/,,,Institution
45.7883744,4.8005701,1,Les ArTpenteurs,"Compagnie Théâtre et Lecture, crée et diffuse des spectacles, réalise des projets pluri-artistiques et des actions d’éducation artistique et culturelle. Organise le Parcours « Langues et Migrations » aux biennales Traces (2014, 2016, 2018, 2020).","Artistes, Education & Educ pop",Rhône,308 avenue AndréÏ Sakharov,Lyon,69009,308 avenue AndréÏ Sakharov Lyon 69009 ,2020,2018,https://les-artpenteurs.com/,Artistique pluridisciplinaire,,Compagnie
45.30105409999999,5.8749822,1,Les Milieux,"A tous ceux qui souhaitent créer une dynamique pédagogique, artistique et scientifique autour des milieux naturels et du patrimoine culturel qui constituent le paysage du Plateau des petites roches. Contribue au réseau Traces.",,Isère,22 Chemin du Vieux Frêne,Saint-Hilaire,38660,22 Chemin du Vieux Frêne Saint-Hilaire 38660 ,Construction Biennale,,https://www.facebook.com/Les-Milieux-814340048946693,,,Association
45.44049649999999,4.38441,1,Les Moyens du Bord,"Lieu d’échanges culturels et de création artistique, Les Moyens du Bord organise aux Biennales Traces des lectures, expositions et débats. ",Solidarités,Loire,12 rue d'Arcole,Saint-Étienne,42000,12 rue d'Arcole Saint-Étienne 42000 ,2020,2018,lmdb42.wordpress.com,Groupe d'Entraide Mutuel,,Association
45.768254,4.8160662,1,Les SUBS,"Projet artistique pluridisciplinaire à la croisée entre arts visuels, spectacle vivants, qui brise les frontières et les conventions. Hospitalité, diversité et innovation. Deux salles de spectacles. Evénements en collaboration avec le réseau Traces.","Equipements culturels, Artistes",Rhône,8 bis Quai Saint-Vincent,Lyon,69001,8 bis Quai Saint-Vincent Lyon 69001 ,2020,2018,https://www.les-subs.com/,Theatre/Danse/Musiqe/Arts,,Institution
45.1867111,5.723572,1,Librairie Les Modernes,"Librairie indépendante engagée spécialisée en illustration (jeunesse et BD). Microédition, féminisme et modes de fabrication alternatifs, mais également migrations. Contribue au réseau Traces.",Equipements culturels,Isère,6 rue Lakanal,Grenoble,38000,6 rue Lakanal Grenoble 38000 ,2020,,https://www.lesmodernes.com/,Librairie,,Lieu
45.4380805,4.3912074,1,Librairie Lune et l'Autre,"Librairie de quartier spécialisée en littérature et en jeunesse. Accueille des rencontres et échanges autour de la question de la migration, en lien avec Traces.",Equipements culturels,Loire,19 Rue Pierre Berard,Saint-Etienne,42000,19 Rue Pierre Berard Saint-Etienne 42000 ,2020,,https://www.librairielunetlautre.fr/,,,Librairie
45.1641585,5.732971800000001,1,Maison de l'Image,"Lieu culturel autour de l'audiovisuel : ateliers, formations, expositions. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels,Isère,97 Galerie de l’Arlequin,Grenoble,38100,97 Galerie de l’Arlequin Grenoble 38100 ,2020,2018,https://www.maison-image.fr/,,,Association
